,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration,simplified,Annotation
143,Cigna Health and Life Insurance Company,7044341,2022-04-11,2022-05-02,A & H,A & H,Claim Handling,Claim Delays,Claim Settled,Claim Paid,157.02,Closed,21,Claim Settled,
144,UnitedHealthcare Insurance Company,7004321,2020-10-23,2020-11-16,Individual,Health Only,PolicyHolder Service,Delivery of Policy,No Action Requested/Required,,51.0,Closed,24,Claim Dismissed,
145,"ConnectiCare Insurance Company, Inc",7007313,2021-09-09,2021-10-19,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,46.09,Closed,40,Claim Settled,
146,"Anthem Health Plans, Inc",7053332,2023-04-11,2023-05-03,A & H,,PolicyHolder Service,Credentialing Delay,Company Position Overturned,,0.0,Closed,22,Claim Dismissed,
147,Cigna Health and Life Insurance Company,7043752,2022-03-15,2022-04-07,Group,Health Only,Claim Handling,Claim Delays,Claim Settled,Claim Paid,213.0,Closed,23,Claim Settled,
148,"Anthem Health Plans, Inc",7052697,2023-03-16,2023-03-22,A & H,A & H,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed,6,Claim Dismissed,
149,"Cigna HealthCare of Connecticut, Inc",7019968,2019-06-06,2019-06-20,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,481.45,Closed,14,Claim Settled,
150,Transamerica Premier LIfe Insurance Company,7009463,2021-02-09,2021-03-10,Individual Annuities,,PolicyHolder Service,Delivery of Policy,Company Position Substantiated,,0.0,Closed,29,Claim Settled,
151,UnitedHealthcare Insurance Company,7020877,2019-04-22,2019-06-27,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,5588.98,Closed,66,Claim Settled,
152,"Anthem Health Plans, Inc",7042601,2022-02-02,2022-03-29,Individual,Exchange,Claim Handling,Out of Network Benefits,Company Position Substantiated,Coverage Granted,0.0,Closed,55,Claim Settled,
153,"Anthem Health Plans, Inc",7043601,2022-03-08,2022-05-03,Individual,Health Only,Claim Handling,Out of Network Benefits,Company Position Substantiated,,0.0,Closed,56,Claim Settled,
154,"Oxford Health Insurance, Incorporated",7050383,2022-12-29,2023-01-10,Group,A & H,Claim Handling,Out of Network Benefits,Compromised Settlement/Resolution,Claim Paid,1273.84,Closed,12,Claim Settled,
155,"Oxford Health Plans (CT), Inc",7051322,2023-02-01,2023-03-08,Group,Dental,Claim Handling,Coordination of Benefits,Claim Settled,,0.0,Closed,35,Claim Settled,
156,"HPHC Insurance Company, Inc.",7016401,2018-08-30,2018-10-02,Group,Health Only,Claim Handling,Out of Network Benefits,No Action Requested/Required,,0.0,Closed,33,Claim Dismissed,
157,"Anthem Health Plans, Inc",7020956,2019-07-30,2019-08-20,Group,Health Only,Claim Handling,Out of Network Benefits,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
158,"Anthem Health Plans, Inc",7051334,2023-02-01,2023-03-22,A & H,A & H,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Denied,0.0,Closed,49,Claim Dismissed,
159,Hanover Insurance Company (The),7050524,2023-01-05,2023-01-26,Homeowners,Hazard,Claim Handling,Claim Delays,Company Position Overturned,Justified,45069.06,Closed,21,Claim Dismissed,
160,Century&ndash;National Insurance Company,7052139,2023-02-28,2023-03-22,Homeowners,Hazard,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
161,"Anthem Health Plans, Inc",7041752,2021-12-29,2022-01-24,A & H,A & H,PolicyHolder Service,Delivery of Policy,Company Position Substantiated,Company Position Upheld,0.0,Closed,26,Claim Settled,
162,"Oxford Health Plans (CT), Inc",7005256,2020-12-01,2020-12-09,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,109.31,Closed,8,Claim Settled,
163,"Anthem Health Plans, Inc",7045334,2022-05-18,2022-06-17,Individual,Health Only,Claim Handling,Eligibility of Provider,Company Position Substantiated,,0.0,Closed,30,Claim Settled,
164,Cigna Health and Life Insurance Company,7009558,2021-05-21,2021-06-16,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,545.0,Closed,26,Claim Settled,
165,Cigna Health and Life Insurance Company,7051828,2023-02-16,2023-03-22,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Substantiated,,0.0,Closed,34,Claim Settled,
166,Liberty Mutual Personal Insurance Company,7042400,2022-01-25,2022-06-17,Homeowners,,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0.0,Closed,143,Claim Settled,
167,"Anthem Health Plans, Inc",7013275,2019-01-15,2019-01-31,Individual,Exchange&ndash;Individual Health,Claim Handling,Out of Network Benefits,Claim Settled,,0.0,Closed,16,Claim Settled,
168,"Anthem Health Plans, Inc",7013598,2018-11-30,2018-12-27,Group,Health Only,PolicyHolder Service,Delivery of Policy,No Action Requested/Required,,0.0,Closed,27,Claim Dismissed,
169,"ConnectiCare Insurance Company, Inc",7045307,2022-05-18,2022-06-17,Individual,Health Only,PolicyHolder Service,Lapsed,Company Position Substantiated,,0.0,Closed,30,Claim Settled,
170,Cigna Health and Life Insurance Company,7010877,2021-06-10,2021-07-01,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,1074.83,Closed,21,Claim Settled,
171,Century&ndash;National Insurance Company,7050115,2022-12-14,2022-12-28,Homeowners,,PolicyHolder Service,Delivery of Policy,Claim Settled,Justified,0.0,Closed,14,Claim Settled,
172,UnitedHealthcare Insurance Company,7003103,2020-07-06,2020-07-20,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,3200.0,Closed,14,Claim Settled,
173,Bankers Life and Casualty Company,7015506,2018-05-24,2018-06-21,Individual,Long Term Care,PolicyHolder Service,Delivery of Policy,Compromised Settlement/Resolution,,213.9,Closed,28,Claim Settled,
174,Progressive Casualty Insurance Company,7043840,2022-03-18,2022-06-17,Commercial,Collision,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Refer To Appraisal,0.0,Closed,91,Claim Settled,
175,Harco National Insurance Company,7050708,2023-01-11,2023-01-26,Homeowners,,Claim Handling,Claim Delays,Claim Settled,Corrective Action,3165.41,Closed,15,Claim Settled,
176,"Oxford Health Plans (CT), Inc",7011610,2021-03-25,2021-04-07,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,0.0,Closed,13,Claim Settled,
177,"ConnectiCare Insurance Company, Inc",7005668,2021-01-04,2021-05-11,Group,Health Only,PolicyHolder Service,Delivery of Policy,Claim Settled,,0.0,Closed,127,Claim Settled,
178,"Anthem Health Plans, Inc",7043823,2022-03-17,2022-04-20,Group,,Claim Handling,Out of Network Benefits,Company Position Overturned,,153.02,Closed,34,Claim Dismissed,
179,"Anthem Health Plans, Inc",7010251,2021-04-22,2021-04-28,A & H,,Claim Handling,Out of Network Benefits,Insufficient Information,,0.0,Closed,6,Claim Dismissed,
180,"Anthem Health Plans, Inc",7045629,2022-06-01,2022-06-20,Individual,Health Exchange,Claim Handling,Claim Procedure,Company Position Substantiated,Company Position Upheld,0.0,Closed,19,Claim Settled,
181,Cigna Health and Life Insurance Company,7007500,2021-09-10,2021-10-05,A & H,,Claim Handling,Out of Network Benefits,Claim Settled,,5230.3,Closed,25,Claim Settled,
182,UnitedHealthcare Insurance Company,7041028,2021-11-21,2021-12-01,A & H,A & H,Claim Handling,Denial,Claim Settled,Claim Paid,0.0,Closed,10,Claim Settled,
183,"Anthem Health Plans, Inc",7044604,2022-04-22,2022-06-20,A & H,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,External Review Info Sent,0.0,Closed,59,Claim Settled,
184,Cigna Health and Life Insurance Company,7006918,2021-09-02,2021-09-22,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,2463.37,Closed,20,Claim Settled,
185,Cigna Health and Life Insurance Company,7008977,2021-05-12,2021-06-10,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,1519.34,Closed,29,Claim Settled,
186,"ConnectiCare Insurance Company, Inc",7044820,2022-05-02,2022-06-20,Individual,Health Only,Claim Handling,Pharmacy Benefits,Company Position Substantiated,,0.0,Closed,49,Claim Settled,
187,UnitedHealthcare Insurance Company,7041307,2021-12-07,2021-12-16,A & H,A & H,Claim Handling,Eligibility of Provider,Claim Settled,,1153.01,Closed,9,Claim Settled,
188,"Anthem Health Plans, Inc",7018400,2019-10-22,2019-12-27,Group,Health Only,Claim Handling,Out of Network Benefits,No Action Requested/Required,,0.0,Closed,66,Claim Dismissed,
189,Cigna Health and Life Insurance Company,7009991,2021-08-04,2021-08-18,A & H,,Claim Handling,Out of Network Benefits,Claim Settled,,2940.9,Closed,14,Claim Settled,
190,"ConnectiCare Benefits, Inc.",7045227,2022-05-16,2022-06-20,Individual,Health Only,PolicyHolder Service,Payment Not Credited,Company Position Substantiated,,0.0,Closed,35,Claim Settled,
191,Assurity Life Insurance Company,7047743,2022-09-07,2022-10-27,A & H,,PolicyHolder Service,Policy Information,Company Position Substantiated,,0.0,Closed,50,Claim Settled,
192,Empower Annuity Insurance Company,7011044,2021-05-06,2021-06-14,Individual Annuities,,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,39,Claim Settled,
193,Allstate Insurance Company,7051171,2023-01-26,2023-03-22,Homeowners,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,55,Claim Settled,
194,"Anthem Health Plans, Inc",7006563,2021-10-14,2021-11-02,Individual,Exchange&ndash;Individual Health,PolicyHolder Service,Delivery of Policy,No Action Requested/Required,,0.0,Closed,19,Claim Dismissed,
195,United Services Automobile Association,7052882,2023-03-24,2023-05-03,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,7590.61,Closed,40,Claim Settled,
196,UnitedHealthcare Insurance Company,7042415,2022-01-26,2022-02-23,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0.0,Closed,28,Claim Settled,
197,UnitedHealthcare Insurance Company,7042739,2022-02-07,2022-02-24,Group,Dental,Claim Handling,Denial,Claim Settled,Claim Paid,0.0,Closed,17,Claim Settled,
198,"ConnectiCare Insurance Company, Inc",7005447,2021-01-13,2021-01-29,A & H,,PolicyHolder Service,Delivery of Policy,No Action Requested/Required,,0.0,Closed,16,Claim Dismissed,
199,Wilcac Life Insurance Company,7047476,2022-08-24,2022-10-27,Individual Life,,PolicyHolder Service,Policy Service Delay by Insurer,Company Position Substantiated,Satisfactory Explanation,0.0,Closed,64,Claim Settled,
200,Allstate Fire and Casualty Insurance Company,7051184,2023-01-26,2023-03-22,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,55,Claim Settled,
201,Nationwide Mutual Fire Insurance Company,7049382,2022-11-14,2022-12-15,Homeowners,Hazard,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0.0,Closed,31,Claim Settled,
202,"ConnectiCare Insurance Company, Inc",7044174,2022-04-04,2022-06-20,Group,Health Only,Claim Handling,Out of Network Benefits,Company Position Substantiated,,0.0,Closed,77,Claim Settled,
203,UnitedHealthcare Insurance Company,7010504,2021-06-07,2021-07-06,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,573.11,Closed,29,Claim Settled,
204,Cigna Health and Life Insurance Company,7008978,2021-05-12,2021-06-10,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,3033.8,Closed,29,Claim Settled,
205,"ConnectiCare Insurance Company, Inc",7019290,2019-08-20,2019-11-21,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,742.0,Closed,93,Claim Settled,
206,"Anthem Health Plans, Inc",7045615,2022-06-01,2022-06-20,Group,Health Only,Claim Handling,Contract Provision,Company Position Substantiated,,0.0,Closed,19,Claim Settled,
207,"Oxford Health Plans (CT), Inc",7003341,2020-08-19,2020-09-08,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,526.5,Closed,20,Claim Settled,
208,AmGUARD Insurance Company,7051657,2023-02-14,2023-03-09,Commercial Multi&ndash;Peril,Fire &ndash; Real Property,Claim Handling,Adjuster Handling,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
209,Century&ndash;National Insurance Company,7045891,2022-06-15,2022-06-20,Homeowners,,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,5,Claim Settled,
210,"Anthem Health Plans, Inc",7043153,2022-02-17,2022-07-25,Individual,Health Only,Claim Handling,Out of Network Benefits,Company Position Overturned,,2428.72,Closed,158,Claim Dismissed,
211,Cigna Health and Life Insurance Company,7009614,2021-07-16,2021-08-10,A & H,,Claim Handling,Out of Network Benefits,Claim Settled,,3606.34,Closed,25,Claim Settled,
212,"Harvard Pilgrim Health Care of Connecticut, Inc.",7012692,2019-01-07,2019-01-07,Group,Health Only,PolicyHolder Service,Delivery of Policy,No Action Requested/Required,,0.0,Closed,0,Claim Dismissed,
213,Cigna Health and Life Insurance Company,7010631,2021-04-28,2021-06-10,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,895.23,Closed,43,Claim Settled,
214,"Harvard Pilgrim Health Care, Inc.",7045819,2022-06-13,2022-06-20,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,,0.0,Closed,7,Claim Settled,
215,Cigna Health and Life Insurance Company,7001864,2020-04-30,2020-07-29,Group,Health Only,Claim Handling,Out of Network Benefits,Compromised Settlement/Resolution,,6614.0,Closed,90,Claim Settled,
216,Cigna Health and Life Insurance Company,7009348,2021-05-18,2021-06-01,Group,Health Only,Claim Handling,Out of Network Benefits,Compromised Settlement/Resolution,,1376.0,Closed,14,Claim Settled,
217,"ConnectiCare Benefits, Inc.",7044081,2022-03-30,2022-06-21,Individual,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Claim Settled,Claim Paid,422.5,Closed,83,Claim Settled,
218,Cigna Health and Life Insurance Company,7010137,2021-06-02,2021-07-06,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,1407.9,Closed,34,Claim Settled,
219,"Anthem Health Plans, Inc",7045682,2022-06-06,2022-06-21,A & H,Health Only,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0.0,Closed,15,Claim Settled,
220,New England Mutual Insurance Company,7045745,2022-06-08,2022-06-22,Homeowners,,Underwriting,Nonrenewal,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
221,Combined Insurance Company of America,7045449,2022-05-23,2022-06-22,A & H,Disability Income,Claim Handling,Claim Delays,Claim Settled,Claim Paid,3300.0,Closed,30,Claim Settled,
222,"Anthem Health Plans, Inc",7045551,2022-05-27,2022-06-21,Individual,Health Only,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,25,Claim Settled,
223,Transamerica Life Insurance Company,7053205,2023-04-05,2023-05-03,Individual,Long Term Care,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
224,"Anthem Health Plans, Inc",7044808,2022-05-02,2022-06-22,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0.0,Closed,51,Claim Settled,
225,CMFG Life Insurance Company,7047812,2022-09-08,2022-11-15,Group,Accidental Only,PolicyHolder Service,Delivery of Policy,Company Position Overturned,,694.48,Closed,68,Claim Dismissed,
226,"Anthem Health Plans, Inc",7010360,2021-07-28,2021-09-08,Group,Health Only,Claim Handling,Out of Network Benefits,Claim Settled,,54.1,Closed,42,Claim Settled,
227,"ConnectiCare Benefits, Inc.",7001914,2020-05-05,2020-10-14,Individual,Exchange&ndash;Individual Health,Claim Handling,Out of Network Benefits,Claim Settled,,3282.0,Closed,162,Claim Settled,
228,"Anthem Health Plans, Inc",7006207,2021-10-12,2021-10-29,Group,Health Only,Claim Handling,Out of Network Benefits,No Action Requested/Required,,0.0,Closed,17,Claim Dismissed,
229,UnitedHealthcare Insurance Company,7007331,2021-09-09,2021-12-02,A & H,A & H,Claim Handling,Denial,Company Position Overturned,Claim Paid With Interest,7944.02,Closed,84,Claim Dismissed,
230,"Anthem Health Plans, Inc",7008788,2021-03-29,2021-05-03,Individual,Exchange&ndash;Individual Health,Claim Handling,Out of Network Benefits,Claim Settled,,177.0,Closed,35,Claim Settled,
231,"ConnectiCare Benefits, Inc.",7018945,2019-11-12,2019-12-02,Individual,Exchange&ndash;Individual Health,Claim Handling,Out of Network Benefits,Claim Settled,,250.0,Closed,20,Claim Settled,
232,"Anthem Health Plans, Inc",7047884,2022-09-13,2023-02-27,Group,Health Only,Claim Handling,Out of Network Benefits,Company Position Substantiated,,0.0,Closed,167,Claim Settled,
233,Merrimack Mutual Fire Insurance Company,7053240,2023-04-10,2023-05-03,Homeowners,Hazard,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
234,"Anthem Health Plans, Inc",7006574,2021-10-15,2021-11-02,A & H,,PolicyHolder Service,Delivery of Policy,No Action Requested/Required,,0.0,Closed,18,Claim Dismissed,
